latitude,longitude,population_1km,population_3km,population_density,nearest_major_road_km,road_density,competitors_1km,competitors_3km,nearest_competitor_km,landuse_score,environment_risk_score,catchment_population_10m,catchment_population_20m,catchment_population_30m,target_readiness
22.324522,70.834186,5027.0,46740.0,1600.1,0.675,0.0,0.0,0.0,5.0,49.2,100.0,46740.0,327419.0,656376.0,80.22
22.236144,70.797711,2318.0,26588.0,737.8,0.286,4.3,0.0,0.0,5.0,50.0,100.0,26588.0,273599.0,651870.0,85.16
22.221458,70.822923,1149.0,9607.0,365.7,0.525,0.38,0.0,0.0,5.0,50.0,100.0,9607.0,114367.0,380379.0,78.25
22.262493,70.725648,1545.0,30548.0,491.8,0.555,2.66,0.0,1.0,5.0,44.2,100.0,30548.0,301562.0,616707.0,78.25
22.329304,70.850061,3558.0,32359.0,1132.5,0.532,1.71,0.0,0.0,5.0,49.2,100.0,32359.0,139975.0,519425.0,80.06
22.336909,70.722087,1715.0,19115.0,545.9,1.169,0.0,0.0,0.0,5.0,50.0,100.0,19115.0,188168.0,512819.0,68.76
22.350272,70.745502,2053.0,20127.0,653.5,1.019,0.0,0.0,0.0,5.0,50.0,100.0,20127.0,181679.0,573537.0,76.07
22.221798,70.901341,366.0,3157.0,116.5,1.191,1.2,0.0,0.0,5.0,44.2,100.0,3157.0,14014.0,60591.0,70.45
22.245069,70.791826,3110.0,51011.0,989.9,0.442,4.96,0.0,1.0,5.0,49.2,100.0,51011.0,398486.0,735029.0,86.04
22.309283,70.805022,18161.0,232083.0,5780.8,0.481,3.99,0.0,5.0,5.0,50.0,100.0,232083.0,605993.0,840136.0,79.22
22.300438,70.829864,7209.0,79714.0,2294.7,0.262,8.46,0.0,0.0,5.0,50.0,100.0,79714.0,461075.0,753951.0,87.46
22.290921,70.787089,60569.0,350482.0,19279.7,0.001,5.32,0.0,8.0,5.0,50.0,100.0,350482.0,717140.0,836040.0,81.73
22.250616,70.722698,1170.0,11673.0,372.4,1.626,0.0,0.0,0.0,5.0,44.2,100.0,11673.0,208770.0,503215.0,69.9
22.346278,70.919668,414.0,3901.0,131.8,0.264,3.96,0.0,0.0,5.0,44.2,100.0,3901.0,18869.0,54282.0,86.4
22.25122,70.87699,1399.0,12571.0,445.3,0.042,2.13,0.0,0.0,5.0,44.2,100.0,12571.0,81083.0,237835.0,83.41
22.338259,70.773202,4667.0,62829.0,1485.6,0.271,3.44,0.0,2.0,5.0,49.2,100.0,62829.0,425193.0,736553.0,81.67
22.276578,70.868095,2283.0,23864.0,726.7,0.696,0.92,0.0,0.0,5.0,44.2,100.0,23864.0,147748.0,424437.0,74.21
22.289513,70.790851,74118.0,334847.0,23592.5,0.096,5.19,2.0,8.0,5.0,50.0,60.0,334847.0,708245.0,836703.0,73.76
22.364172,70.85436,1713.0,14989.0,545.3,3.154,0.0,0.0,0.0,5.0,50.0,100.0,14989.0,61416.0,168298.0,67.92
22.302883,70.786824,64805.0,316681.0,20628.1,0.044,7.21,1.0,7.0,5.0,75.8,100.0,316681.0,710658.0,840928.0,84.26
22.269234,70.864589,2183.0,27764.0,694.9,0.123,2.55,0.0,0.0,5.0,44.2,100.0,27764.0,161489.0,430833.0,83.72
22.265925,70.898403,1081.0,9295.0,344.1,0.06,1.05,0.0,0.0,5.0,44.2,100.0,9295.0,40686.0,155598.0,80.65
22.274006,70.852363,3918.0,53801.0,1247.1,0.117,3.12,0.0,0.0,5.0,50.0,100.0,53801.0,248764.0,558381.0,84.0
22.322057,70.715652,1902.0,34154.0,605.4,1.301,0.88,0.0,1.0,5.0,50.0,100.0,34154.0,223308.0,537230.0,68.89
22.265133,70.842422,10544.0,76419.0,3356.3,0.904,0.0,0.0,0.0,5.0,75.0,60.0,76419.0,284155.0,608237.0,68.68
22.306497,70.766584,26325.0,282783.0,8379.5,0.157,5.36,0.0,7.0,5.0,50.0,100.0,282783.0,645793.0,815190.0,83.6
22.283698,70.8633,2624.0,29268.0,835.2,0.981,0.0,0.0,0.0,5.0,44.2,100.0,29268.0,173491.0,472977.0,71.4
22.319776,70.794904,11441.0,190293.0,3641.8,0.767,1.35,0.0,4.0,5.0,49.2,100.0,190293.0,570885.0,831788.0,74.95
22.255315,70.887619,1102.0,10897.0,350.8,0.505,0.56,0.0,0.0,5.0,44.2,100.0,10897.0,57965.0,189870.0,77.99
22.325735,70.725353,2647.0,45329.0,842.6,0.569,1.3,0.0,1.0,5.0,49.2,100.0,45329.0,282495.0,600667.0,78.69
22.260854,70.900618,913.0,8340.0,290.6,0.292,0.8,0.0,0.0,5.0,44.2,100.0,8340.0,34622.0,136481.0,80.65
22.283142,70.81704,13906.0,222771.0,4426.4,0.037,3.44,0.0,4.0,5.0,50.0,60.0,222771.0,563911.0,813841.0,79.26
22.331622,70.7,570.0,7087.0,181.4,1.07,0.0,0.0,0.0,5.0,50.0,100.0,7087.0,100447.0,332938.0,73.24
22.326757,70.874791,2205.0,19028.0,701.9,0.289,3.95,0.0,0.0,5.0,44.2,100.0,19028.0,81320.0,294752.0,81.97
22.2514,70.704379,742.0,5938.0,236.2,0.831,0.58,0.0,0.0,5.0,44.2,100.0,5938.0,80705.0,336221.0,77.05
22.229251,70.892939,671.0,5426.0,213.6,1.166,0.0,0.0,0.0,5.0,44.2,100.0,5426.0,21610.0,105768.0,69.74
22.263712,70.875687,1626.0,15774.0,517.6,0.921,0.0,0.0,0.0,5.0,44.2,100.0,15774.0,105113.0,308017.0,71.46
22.256822,70.706308,929.0,7010.0,295.7,0.297,1.82,0.0,0.0,5.0,44.2,100.0,7010.0,125566.0,364082.0,77.49
22.361234,70.816721,2859.0,24860.0,910.0,1.477,0.0,0.0,0.0,5.0,49.2,100.0,24860.0,105017.0,414626.0,69.93
22.342156,70.722397,1568.0,15043.0,499.1,0.67,0.0,0.0,0.0,5.0,50.0,100.0,15043.0,151435.0,468956.0,78.73
22.237139,70.744477,1416.0,12984.0,450.7,1.491,0.0,0.0,0.0,5.0,50.0,100.0,12984.0,171272.0,602127.0,74.74
22.249692,70.882925,1199.0,10822.0,381.7,0.259,2.52,0.0,0.0,5.0,44.2,100.0,10822.0,63454.0,197325.0,80.45
22.329242,70.8463,3731.0,34552.0,1187.6,0.725,0.0,0.0,0.0,5.0,49.2,100.0,34552.0,160622.0,542310.0,72.3
22.279235,70.765464,48189.0,255324.0,15339.0,0.149,4.54,1.0,5.0,5.0,0.0,20.0,255324.0,662019.0,798233.0,8.58
22.318526,70.805903,8903.0,158199.0,2833.9,1.392,1.22,0.0,2.0,5.0,49.2,100.0,158199.0,523357.0,830136.0,72.09
22.253785,70.864629,1745.0,20010.0,555.5,0.654,0.0,0.0,0.0,5.0,44.2,100.0,20010.0,132237.0,352774.0,78.71
22.304207,70.81961,8669.0,154433.0,2759.4,0.412,6.69,0.0,3.0,5.0,50.0,100.0,154433.0,534969.0,817023.0,82.67
22.360748,70.862612,1810.0,14523.0,576.1,2.883,0.97,0.0,0.0,5.0,44.2,100.0,14523.0,58544.0,149757.0,71.08
22.349981,70.785642,3627.0,36433.0,1154.5,0.697,0.0,0.0,1.0,5.0,49.2,100.0,36433.0,248591.0,674397.0,76.53
22.323656,70.891071,1387.0,13498.0,441.5,0.089,1.89,0.0,0.0,5.0,44.2,100.0,13498.0,55813.0,156137.0,79.41
22.30268,70.789742,69733.0,305899.0,22196.7,0.22,9.17,1.0,6.0,5.0,75.8,100.0,305899.0,708470.0,842642.0,88.61
22.329254,70.800198,6907.0,94707.0,2198.6,0.95,1.32,0.0,1.0,5.0,49.2,100.0,94707.0,445204.0,815840.0,77.54
22.257827,70.763913,8505.0,103378.0,2707.2,0.912,3.35,0.0,1.0,5.0,49.2,100.0,103378.0,550274.0,755764.0,78.4
22.371682,70.706664,700.0,4158.0,222.8,0.925,0.71,0.0,0.0,5.0,50.0,100.0,4158.0,19232.0,117474.0,74.99
22.228357,70.8439,1504.0,11444.0,478.7,1.388,0.0,0.0,0.0,5.0,50.0,100.0,11444.0,116697.0,318915.0,74.85
22.238902,70.836274,2056.0,31422.0,654.4,1.946,0.0,0.0,0.0,5.0,50.0,100.0,31422.0,162009.0,483249.0,71.69
22.23442,70.852395,1496.0,13311.0,476.2,1.389,0.0,0.0,0.0,5.0,50.0,100.0,13311.0,116725.0,310261.0,72.58
22.280076,70.865936,2368.0,26723.0,753.8,0.809,0.14,0.0,0.0,5.0,44.2,100.0,26723.0,159240.0,445640.0,75.4
22.243548,70.88694,964.0,9260.0,306.9,0.107,3.15,0.0,0.0,5.0,44.2,100.0,9260.0,43535.0,165447.0,87.06
22.284763,70.879134,1933.0,17453.0,615.3,1.911,1.0,0.0,0.0,5.0,44.2,100.0,17453.0,101220.0,349001.0,68.65
22.284814,70.812747,18808.0,253622.0,5986.8,0.277,3.15,0.0,4.0,5.0,0.0,20.0,253622.0,594206.0,824097.0,9.0
22.301246,70.764939,34170.0,314195.0,10876.6,0.338,7.04,0.0,8.0,5.0,50.0,100.0,314195.0,649182.0,814062.0,81.15
22.262992,70.73178,1864.0,46667.0,593.3,0.649,0.94,0.0,0.0,5.0,49.2,100.0,46667.0,325431.0,658680.0,77.71
22.329772,70.821148,5975.0,53452.0,1901.9,0.361,3.42,0.0,0.0,5.0,49.2,100.0,53452.0,367587.0,727860.0,82.62
22.333877,70.744132,2650.0,42416.0,843.5,0.349,0.74,0.0,2.0,5.0,50.0,100.0,42416.0,355756.0,664118.0,76.99
22.325708,70.900557,1065.0,10216.0,339.0,1.092,0.0,0.0,0.0,5.0,44.2,100.0,10216.0,42236.0,113272.0,73.22
22.355014,70.821923,3255.0,29468.0,1036.1,1.675,1.06,0.0,0.0,5.0,49.2,100.0,29468.0,124750.0,455373.0,71.99
22.365374,70.738888,1470.0,12030.0,467.9,2.296,0.45,0.0,0.0,5.0,50.0,100.0,12030.0,60243.0,357878.0,73.02
22.374839,70.722313,774.0,6108.0,246.4,2.133,0.0,0.0,0.0,5.0,50.0,100.0,6108.0,26849.0,164613.0,72.46
22.295417,70.830927,6456.0,91497.0,2055.0,0.314,7.91,0.0,0.0,5.0,50.0,60.0,91497.0,452777.0,739858.0,81.73
22.241571,70.915546,470.0,3559.0,149.6,1.285,0.0,0.0,0.0,5.0,44.2,100.0,3559.0,15916.0,57458.0,71.97
22.29158,70.867725,2765.0,24535.0,880.1,0.636,0.0,0.0,0.0,5.0,0.0,20.0,24535.0,147138.0,454083.0,8.42
22.360603,70.86709,1568.0,13565.0,499.1,2.951,1.03,0.0,0.0,5.0,44.2,100.0,13565.0,54714.0,135471.0,67.18
22.270544,70.853129,3307.0,52756.0,1052.7,0.383,1.42,0.0,0.0,5.0,50.0,100.0,52756.0,229185.0,536080.0,80.93
22.243576,70.736179,1343.0,13616.0,427.5,2.061,1.71,0.0,0.0,5.0,49.2,100.0,13616.0,214069.0,597831.0,74.13
22.264207,70.825901,24772.0,121390.0,7885.2,0.23,4.04,0.0,1.0,5.0,73.3,60.0,121390.0,410629.0,700424.0,76.77
22.258267,70.903461,908.0,7322.0,289.0,0.656,0.0,0.0,0.0,5.0,44.2,100.0,7322.0,30734.0,120037.0,73.11
22.325444,70.777661,12606.0,124807.0,4012.6,0.155,2.16,0.0,3.0,5.0,49.2,100.0,124807.0,584592.0,807119.0,82.98
22.280578,70.755981,30221.0,256832.0,9619.6,0.621,4.59,0.0,6.0,5.0,50.0,60.0,256832.0,622299.0,780640.0,74.82
22.257603,70.75764,5173.0,96745.0,1646.6,0.267,3.42,0.0,1.0,5.0,49.2,100.0,96745.0,501562.0,743458.0,80.22
22.271858,70.843533,8887.0,77495.0,2828.8,0.273,1.99,0.0,0.0,5.0,50.0,100.0,77495.0,313918.0,629148.0,79.17
22.292699,70.797656,84836.0,291768.0,27004.1,0.115,6.46,3.0,5.0,5.0,75.8,100.0,291768.0,680911.0,840777.0,77.83
22.35125,70.813905,3860.0,33961.0,1228.7,0.749,0.05,0.0,0.0,5.0,49.2,100.0,33961.0,184254.0,540029.0,77.75
22.324575,70.789372,9929.0,152937.0,3160.5,0.778,3.06,0.0,3.0,5.0,49.2,100.0,152937.0,549701.0,823730.0,76.59
22.337074,70.718301,1502.0,16026.0,478.1,1.013,0.0,0.0,0.0,5.0,50.0,100.0,16026.0,168795.0,472516.0,73.65
22.237878,70.770684,2115.0,24396.0,673.2,1.038,0.92,0.0,0.0,5.0,50.0,100.0,24396.0,252097.0,697210.0,72.98
22.378667,70.7784,1277.0,11170.0,406.5,2.178,0.0,0.0,0.0,5.0,50.0,100.0,11170.0,56199.0,266875.0,71.52
22.323371,70.856501,3329.0,30214.0,1059.7,0.341,4.26,0.0,0.0,5.0,44.2,100.0,30214.0,127899.0,502999.0,81.61
22.374377,70.795114,2121.0,14987.0,675.1,0.412,1.27,0.0,0.0,5.0,50.0,100.0,14987.0,69771.0,317902.0,82.54
22.22918,70.867182,1036.0,8129.0,329.8,0.018,1.06,0.0,0.0,5.0,44.2,100.0,8129.0,58548.0,189586.0,82.09
22.295626,70.836578,5672.0,67187.0,1805.5,0.238,6.54,0.0,0.0,5.0,50.0,60.0,67187.0,417725.0,708135.0,82.86
22.254328,70.871157,1637.0,15189.0,521.1,0.134,2.06,0.0,0.0,5.0,44.2,100.0,15189.0,106587.0,300931.0,83.46
22.245664,70.727413,1173.0,12019.0,373.4,2.361,0.0,0.0,0.0,5.0,50.0,100.0,12019.0,192410.0,517892.0,69.86
22.232324,70.845115,1497.0,13995.0,476.5,1.645,0.0,0.0,0.0,5.0,50.0,100.0,13995.0,127993.0,350809.0,70.6
22.248303,70.796661,3626.0,70713.0,1154.2,0.142,7.08,0.0,1.0,5.0,50.0,100.0,70713.0,428281.0,744239.0,91.53
22.370262,70.819958,2207.0,17338.0,702.5,2.079,0.0,0.0,0.0,5.0,50.0,100.0,17338.0,74838.0,306769.0,72.93
22.335765,70.737793,2335.0,32984.0,743.3,0.24,0.99,0.0,0.0,5.0,50.0,100.0,32984.0,296282.0,633724.0,78.69
22.324563,70.845334,4315.0,37262.0,1373.5,0.26,3.76,0.0,0.0,5.0,49.2,100.0,37262.0,201872.0,569655.0,87.3
22.251133,70.784351,3503.0,79376.0,1115.0,0.55,2.9,0.0,1.0,5.0,49.2,100.0,79376.0,494822.0,761083.0,76.3
22.266909,70.744497,4405.0,131639.0,1402.2,0.342,2.68,0.0,2.0,5.0,49.2,100.0,131639.0,448693.0,723785.0,81.16
22.275995,70.772574,48386.0,253381.0,15401.7,0.498,4.95,1.0,5.0,5.0,75.8,60.0,253381.0,677178.0,803955.0,74.96
22.368614,70.706992,716.0,4727.0,227.9,0.657,0.0,0.0,0.0,5.0,50.0,100.0,4727.0,21889.0,140391.0,76.18
22.220822,70.893488,377.0,3586.0,120.0,1.908,0.57,0.0,0.0,5.0,44.2,100.0,3586.0,16795.0,79344.0,68.11
22.32578,70.763265,8240.0,107772.0,2622.9,0.512,1.12,1.0,3.0,5.0,50.0,100.0,107772.0,556681.0,762847.0,70.2
22.303683,70.788094,67282.0,308659.0,21416.5,0.046,7.23,1.0,6.0,5.0,75.8,100.0,308659.0,707953.0,841584.0,88.05
22.350823,70.724262,1370.0,12979.0,436.1,0.258,2.44,0.0,0.0,5.0,50.0,100.0,12979.0,101677.0,405592.0,80.61
22.324647,70.807317,7798.0,101116.0,2482.2,1.029,1.06,0.0,0.0,5.0,49.2,100.0,101116.0,453428.0,819487.0,74.93
22.221101,70.888833,413.0,4022.0,131.5,2.048,0.0,0.0,0.0,5.0,44.2,100.0,4022.0,18948.0,96524.0,69.81
22.314983,70.840154,4924.0,46455.0,1567.4,0.431,2.64,0.0,0.0,5.0,49.2,100.0,46455.0,348408.0,655682.0,79.35
22.282962,70.760189,43451.0,273020.0,13830.9,0.512,5.42,1.0,5.0,5.0,50.0,60.0,273020.0,642759.0,793876.0,67.61
22.339476,70.858171,2676.0,23927.0,851.8,0.488,2.4,0.0,0.0,5.0,44.2,100.0,23927.0,96976.0,394039.0,76.49
22.346636,70.835213,3485.0,30798.0,1109.3,0.973,0.0,0.0,0.0,5.0,49.2,100.0,30798.0,127395.0,480472.0,73.14
22.313372,70.778255,36522.0,240523.0,11625.3,0.14,3.67,2.0,6.0,5.0,49.2,100.0,240523.0,656269.0,827525.0,76.94
22.285535,70.813398,18113.0,252653.0,5765.5,0.187,2.88,0.0,4.0,5.0,0.0,20.0,252653.0,589335.0,824463.0,9.13
22.25578,70.799783,7887.0,116250.0,2510.5,0.027,5.17,0.0,1.0,5.0,73.3,100.0,116250.0,494216.0,771078.0,89.85
22.317207,70.793073,14233.0,215659.0,4530.5,0.429,1.06,0.0,4.0,5.0,49.2,100.0,215659.0,606874.0,834320.0,79.89
22.336595,70.910118,803.0,6612.0,255.6,0.521,1.8,0.0,0.0,5.0,44.2,100.0,6612.0,28992.0,77688.0,81.38
22.251262,70.911204,654.0,5152.0,208.2,1.735,0.76,0.0,0.0,5.0,44.2,100.0,5152.0,21771.0,83234.0,72.88
22.279054,70.881365,1759.0,16152.0,559.9,1.688,1.66,0.0,0.0,5.0,44.2,100.0,16152.0,93728.0,308894.0,73.09
22.367588,70.9019,614.0,5130.0,195.4,2.975,1.01,0.0,0.0,5.0,44.2,100.0,5130.0,21084.0,59952.0,70.26
22.284253,70.796548,61332.0,307605.0,19522.6,0.185,4.73,2.0,5.0,5.0,0.0,20.0,307605.0,671599.0,832161.0,8.79
22.335883,70.702591,790.0,7337.0,251.5,0.816,1.19,0.0,0.0,5.0,50.0,100.0,7337.0,93619.0,330039.0,77.06
22.336159,70.728467,1859.0,25331.0,591.7,0.989,0.0,0.0,0.0,5.0,50.0,100.0,25331.0,240250.0,570841.0,76.2
22.284614,70.747874,35037.0,248651.0,11152.6,0.965,3.76,1.0,8.0,5.0,49.2,100.0,248651.0,579727.0,760279.0,70.44
22.358415,70.761416,2343.0,21091.0,745.8,2.574,0.0,0.0,0.0,5.0,50.0,100.0,21091.0,140240.0,555416.0,71.46
22.360044,70.914036,566.0,4132.0,180.2,1.884,0.0,0.0,0.0,5.0,44.2,100.0,4132.0,17648.0,51358.0,66.76
22.274457,70.731449,5869.0,112280.0,1868.2,0.605,0.0,0.0,3.0,5.0,0.0,20.0,112280.0,366036.0,676168.0,7.85
22.302668,70.798559,57565.0,275485.0,18323.5,0.094,10.03,1.0,5.0,5.0,75.8,100.0,275485.0,669695.0,844852.0,91.17
22.270055,70.750242,7993.0,180754.0,2544.3,0.129,3.23,0.0,5.0,5.0,50.0,60.0,180754.0,552618.0,750080.0,78.05
22.301832,70.785596,65536.0,325202.0,20860.8,0.132,5.79,0.0,7.0,5.0,75.8,100.0,325202.0,710459.0,840519.0,85.28
22.279083,70.725451,4473.0,103529.0,1423.8,1.213,0.0,0.0,3.0,5.0,44.2,60.0,103529.0,342902.0,647793.0,61.39
22.263312,70.915332,609.0,4775.0,193.9,1.804,0.0,0.0,0.0,5.0,44.2,100.0,4775.0,23125.0,81658.0,72.27
22.359446,70.768306,2442.0,22814.0,777.3,2.224,1.1,0.0,0.0,5.0,49.2,100.0,22814.0,137343.0,566242.0,70.43
22.317401,70.876503,2071.0,19864.0,659.2,1.332,0.0,0.0,0.0,5.0,44.2,100.0,19864.0,84237.0,335050.0,71.75
22.250915,70.896198,933.0,8480.0,297.0,0.5,0.58,0.0,0.0,5.0,44.2,100.0,8480.0,34774.0,142370.0,80.14
22.303068,70.817224,9521.0,182181.0,3030.6,0.418,7.7,0.0,3.0,5.0,50.0,100.0,182181.0,554368.0,831246.0,85.53
22.343961,70.808959,4365.0,41787.0,1389.4,0.123,4.48,0.0,0.0,5.0,49.2,100.0,41787.0,288306.0,682563.0,86.1
22.275491,70.831011,17983.0,124141.0,5724.2,0.119,5.13,0.0,1.0,5.0,73.3,100.0,124141.0,417507.0,709177.0,92.22
22.343901,70.764718,3245.0,38318.0,1032.9,1.166,2.67,0.0,1.0,5.0,50.0,100.0,38318.0,327779.0,686206.0,71.56
22.221045,70.841004,948.0,8118.0,301.8,1.323,0.73,0.0,0.0,5.0,50.0,100.0,8118.0,88237.0,268638.0,71.93
22.302506,70.812002,13832.0,220462.0,4402.9,0.055,5.56,0.0,3.0,5.0,50.0,100.0,220462.0,593842.0,837612.0,92.3
22.356876,70.74404,2007.0,16981.0,638.8,1.672,0.0,0.0,0.0,5.0,50.0,100.0,16981.0,118782.0,496368.0,72.88
22.322045,70.84585,4430.0,38173.0,1410.1,0.009,4.14,0.0,0.0,5.0,49.2,100.0,38173.0,218950.0,579062.0,90.36
22.333739,70.875965,1913.0,17454.0,608.9,0.39,3.35,0.0,0.0,5.0,44.2,100.0,17454.0,73970.0,221189.0,79.36
22.303707,70.754878,23828.0,269701.0,7584.7,1.376,1.98,1.0,8.0,5.0,50.0,100.0,269701.0,609781.0,784732.0,70.49
22.255952,70.900835,910.0,7738.0,289.7,0.562,0.35,0.0,0.0,5.0,44.2,100.0,7738.0,31952.0,130219.0,73.61
22.320517,70.83855,5031.0,45859.0,1601.4,0.051,2.86,0.0,0.0,5.0,49.2,100.0,45859.0,315806.0,645572.0,86.24
22.331909,70.747895,2981.0,52667.0,948.9,0.633,0.0,0.0,2.0,5.0,50.0,100.0,52667.0,405454.0,681948.0,75.39
22.251906,70.825063,5946.0,98283.0,1892.7,0.642,0.09,0.0,1.0,5.0,50.0,100.0,98283.0,312895.0,640412.0,73.47
22.267013,70.820498,33172.0,147410.0,10559.0,0.385,6.12,0.0,2.0,5.0,73.3,100.0,147410.0,464939.0,744293.0,88.27
22.291186,70.844567,4809.0,57766.0,1530.8,0.599,0.0,0.0,0.0,5.0,0.0,20.0,57766.0,367053.0,663274.0,7.56
22.352446,70.799386,3891.0,33853.0,1238.5,0.505,0.99,0.0,0.0,5.0,49.2,100.0,33853.0,214038.0,606593.0,80.07
22.274062,70.854466,3378.0,48622.0,1075.3,0.223,3.29,0.0,0.0,5.0,50.0,100.0,48622.0,231572.0,532947.0,83.56
22.301501,70.831577,6295.0,72021.0,2003.8,0.059,8.84,0.0,0.0,5.0,50.0,100.0,72021.0,444798.0,738304.0,90.16
22.375665,70.919428,228.0,1888.0,72.6,3.289,1.59,0.0,0.0,5.0,44.2,100.0,1888.0,10157.0,33199.0,66.14
22.306041,70.737901,36075.0,173730.0,11483.0,1.055,8.58,2.0,5.0,5.0,75.8,100.0,173730.0,478804.0,706134.0,74.48
22.37502,70.718254,747.0,5298.0,237.8,1.891,0.0,0.0,0.0,5.0,50.0,100.0,5298.0,23653.0,146021.0,68.05
22.343942,70.90599,890.0,7206.0,283.3,0.319,3.32,0.0,0.0,5.0,44.2,100.0,7206.0,29864.0,79186.0,79.47
22.369864,70.728606,1076.0,8495.0,342.5,2.107,0.28,0.0,0.0,5.0,50.0,100.0,8495.0,37596.0,245682.0,70.31
22.340729,70.857231,2535.0,23899.0,806.9,0.613,1.11,0.0,0.0,5.0,44.2,100.0,23899.0,96256.0,390929.0,73.51
22.301554,70.861012,3343.0,29470.0,1064.1,0.426,0.63,0.0,0.0,5.0,50.0,100.0,29470.0,173446.0,503483.0,77.06
22.37968,70.918977,170.0,1584.0,54.1,3.735,0.59,0.0,0.0,5.0,44.2,100.0,1584.0,9225.0,30444.0,63.92
22.296775,70.715255,3776.0,87136.0,1201.9,1.298,0.0,0.0,3.0,5.0,50.0,100.0,87136.0,278545.0,581313.0,74.65
22.263254,70.763418,19559.0,136623.0,6225.8,1.035,4.62,0.0,2.0,5.0,49.2,100.0,136623.0,599460.0,767173.0,78.14
22.323714,70.897201,1199.0,11440.0,381.7,0.696,0.0,0.0,0.0,5.0,44.2,100.0,11440.0,47450.0,128778.0,69.18
22.221561,70.787926,1094.0,9829.0,348.2,1.406,0.66,0.0,0.0,5.0,50.0,100.0,9829.0,119758.0,501129.0,74.26
22.232598,70.779263,1913.0,16836.0,608.9,1.581,0.0,0.0,0.0,5.0,50.0,100.0,16836.0,214166.0,659244.0,77.34
22.301111,70.864563,3049.0,27003.0,970.5,0.058,1.18,0.0,0.0,5.0,50.0,100.0,27003.0,149955.0,479232.0,83.66
22.232862,70.887175,799.0,6765.0,254.3,1.025,0.0,0.0,0.0,5.0,44.2,100.0,6765.0,29064.0,137423.0,74.04
22.290011,70.897936,1202.0,11286.0,382.6,0.038,1.05,0.0,0.0,5.0,44.2,60.0,11286.0,48648.0,171609.0,77.45
22.249383,70.873006,1378.0,13443.0,438.6,0.385,1.58,0.0,0.0,5.0,44.2,100.0,13443.0,91451.0,256026.0,83.42
22.31446,70.786596,26641.0,236924.0,8480.1,0.19,3.89,1.0,4.0,5.0,49.2,100.0,236924.0,655315.0,834276.0,82.43
22.305945,70.712561,3151.0,56946.0,1003.0,1.54,0.24,0.0,3.0,5.0,50.0,100.0,56946.0,241642.0,547895.0,70.16
22.306945,70.798473,42899.0,264869.0,13655.2,0.009,6.49,0.0,5.0,5.0,50.0,100.0,264869.0,655965.0,842906.0,81.78
22.283509,70.746588,35319.0,242287.0,11242.4,0.786,2.59,1.0,8.0,5.0,49.2,100.0,242287.0,563379.0,754064.0,69.45
22.38,70.7,243.0,2116.0,77.3,1.329,1.1,0.0,0.0,5.0,50.0,100.0,2116.0,12137.0,55399.0,69.93
22.237071,70.739366,1336.0,11726.0,425.3,1.969,0.13,0.0,0.0,5.0,50.0,100.0,11726.0,155392.0,555636.0,67.32
22.297755,70.807179,28124.0,251759.0,8952.1,0.03,5.08,0.0,3.0,5.0,50.0,100.0,251759.0,626960.0,841198.0,87.6
22.22,70.855863,610.0,6332.0,194.2,0.113,0.69,0.0,0.0,5.0,50.0,100.0,6332.0,53763.0,187370.0,81.44
22.326683,70.806217,7073.0,95508.0,2251.4,0.979,1.04,0.0,0.0,5.0,49.2,100.0,95508.0,439390.0,817088.0,74.29
22.327334,70.768193,7943.0,101020.0,2528.3,0.01,6.09,1.0,3.0,5.0,49.2,100.0,101020.0,562130.0,773556.0,83.82
22.252957,70.711767,1034.0,8282.0,329.1,0.85,0.0,0.0,0.0,5.0,44.2,100.0,8282.0,139923.0,385840.0,75.8
22.341503,70.858212,2567.0,22967.0,817.1,0.712,1.31,0.0,0.0,5.0,44.2,100.0,22967.0,94713.0,366618.0,74.47
22.268341,70.777184,27721.0,190956.0,8823.9,0.416,2.0,0.0,3.0,5.0,75.8,100.0,190956.0,663661.0,796152.0,85.14
22.234869,70.903797,621.0,4822.0,197.7,0.021,2.13,0.0,0.0,5.0,44.2,100.0,4822.0,19092.0,80645.0,81.8
22.274951,70.749626,13116.0,217834.0,4175.0,0.408,3.07,0.0,5.0,5.0,0.0,20.0,217834.0,569519.0,753990.0,9.03
22.352309,70.700294,593.0,5164.0,188.8,0.902,0.0,0.0,0.0,5.0,50.0,100.0,5164.0,33178.0,224523.0,73.93
22.377531,70.759603,1255.0,9855.0,399.5,4.087,0.0,0.0,0.0,5.0,50.0,100.0,9855.0,49168.0,255223.0,67.63
22.268437,70.724271,1969.0,50685.0,626.8,0.107,3.04,0.0,1.0,5.0,44.2,60.0,50685.0,313236.0,625385.0,76.07
22.351272,70.765123,2959.0,27507.0,941.9,1.78,1.29,0.0,1.0,5.0,50.0,100.0,27507.0,213322.0,641601.0,73.67
22.337945,70.903027,959.0,8442.0,305.3,0.201,3.05,0.0,0.0,5.0,44.2,100.0,8442.0,35283.0,91497.0,84.61
22.311014,70.914718,805.0,6050.0,256.2,1.281,0.37,0.0,0.0,5.0,44.2,100.0,6050.0,29274.0,84672.0,72.22
22.312692,70.716061,3329.0,61675.0,1059.7,1.205,1.07,0.0,3.0,5.0,50.0,100.0,61675.0,256319.0,569283.0,74.42
22.281451,70.798198,49469.0,302358.0,15746.5,0.1,5.45,2.0,5.0,5.0,50.0,20.0,302358.0,651385.0,828942.0,62.61
22.32381,70.703451,955.0,10857.0,304.0,2.007,0.0,0.0,0.0,5.0,50.0,100.0,10857.0,148136.0,396019.0,71.28
